Tempo,Usina,Potencia Ativa(kW),Potencia Ativa Prevista (Random Forest),PR,Status
2024-08-23 16:09:00,BET01 ,123.809,111.45007219266864,1.1108920574404468,Normal
2024-08-23 16:14:00,BET01 ,116.567,106.27980623210424,1.0967934938216728,Normal
2024-08-23 16:19:00,BET01 ,106.606,98.18529141609184,1.0857634423899878,Normal
2024-08-23 16:24:00,BET01 ,92.567,87.42282243606556,1.058842501541248,Normal
2024-08-23 16:29:00,BET01 ,79.83500000000001,76.14276054289532,1.0484910112370387,Normal
2024-08-23 16:34:00,BET01 ,68.052,65.02723321490627,1.0465153849479845,Normal
2024-08-23 16:39:00,BET01 ,55.406,52.24615855788006,1.060479880805387,Normal
2024-08-23 16:44:00,BET01 ,46.641,43.89975380911398,1.0624433158054958,Normal
2024-08-23 16:49:00,BET01 ,37.691,35.2038531935682,1.0706498459914668,Normal
2024-08-23 16:54:00,BET01 ,29.184,27.47188959583561,1.0623222657542977,Normal
2024-08-23 16:59:00,BET01 ,22.384,20.211340840420508,1.1074970323212998,Normal
2024-08-23 17:04:00,BET01 ,17.414,15.8415462226025,1.0992613823992727,Normal
2024-08-23 17:09:00,BET01 ,13.07,12.3702175585554,1.056569938089781,Normal
2024-08-23 17:14:00,BET01 ,9.691,9.377408621815135,1.0334411553161225,Normal
2024-08-23 17:19:00,BET01 ,7.293,7.015739304414299,1.0395198116057773,Normal
2024-08-23 17:24:00,BET01 ,5.15,5.203626986160423,0.989694306240042,Normal
2024-08-23 17:29:00,BET01 ,3.345,3.30410186631636,1.012377988130625,Normal
2024-08-23 17:34:00,BET01 ,1.932,1.9452153062726691,0.9932062501101784,Normal
2024-08-23 17:39:00,BET01 ,0.775,0.6871457803539158,1.1278538297955272,Normal
2024-08-23 17:44:00,BET01 ,0.061,0.1427456525886781,0.4273335046901332,Normal
2024-08-26 10:06:00,BET01 ,231.532,109.06214267513528,2.122936468336838,Normal
2024-08-26 10:16:00,BET01 ,232.4,201.49163739297245,1.1533977439805427,Normal
2024-08-26 10:21:00,BET01 ,231.772,228.2067883458049,1.0156227239340168,Normal
2024-08-26 10:26:00,BET01 ,231.044,228.4187204228646,1.0114932767869258,Normal
2024-08-26 10:31:00,BET01 ,231.828,229.71126648492552,1.0092147570620502,Normal
2024-08-26 10:36:00,BET01 ,232.2,229.37227047651123,1.0123281228267667,Normal
2024-08-26 10:41:00,BET01 ,230.381,229.9151086621871,1.002026362427958,Normal
2024-08-26 10:46:00,BET01 ,231.941,229.0355227314584,1.0126857058411338,Normal
2024-08-26 10:51:00,BET01 ,231.499,228.1265474902531,1.014783253184906,Normal
2024-08-26 10:56:00,BET01 ,231.332,228.16773439100965,1.0138681554490425,Normal
2024-08-26 11:06:00,BET01 ,224.607,228.43366539568424,0.983248242376815,Normal
2024-08-26 11:11:00,BET01 ,233.103,224.8874681541072,1.0365317459141965,Normal
2024-08-26 11:16:00,BET01 ,231.265,224.50790643027287,1.0300973523701968,Normal
2024-08-26 11:21:00,BET01 ,234.857,230.24061556101017,1.0200502610182023,Normal
2024-08-26 11:26:00,BET01 ,232.036,228.7829869324011,1.0142187717330575,Normal
2024-08-26 11:31:00,BET01 ,231.72,228.560492160025,1.0138235082105218,Normal
2024-08-26 11:36:00,BET01 ,234.168,231.60973383546468,1.0110455900197732,Normal
2024-08-26 11:41:00,BET01 ,231.011,228.74934447204015,1.009887047034735,Normal
2024-08-26 11:46:00,BET01 ,234.048,228.2038501048956,1.0256093395988635,Normal
2024-08-26 11:51:00,BET01 ,230.998,228.10388002846904,1.012687727938559,Normal
2024-08-26 11:56:00,BET01 ,232.257,228.68535912029452,1.0156181440449221,Normal
2024-08-26 12:01:00,BET01 ,235.43,231.44319108120004,1.0172258639373895,Normal
2024-08-26 12:06:00,BET01 ,234.962,227.66458119554116,1.0320533776757794,Normal
2024-08-26 12:11:00,BET01 ,233.434,224.53728821037143,1.0396224246784933,Normal
2024-08-26 12:16:00,BET01 ,234.794,226.77783268112,1.0353481079879259,Normal
2024-08-26 12:21:00,BET01 ,232.503,228.36892208011164,1.0181026292116846,Normal
2024-08-26 12:26:00,BET01 ,231.231,228.4855030276096,1.0120160663850022,Normal
2024-08-26 12:31:00,BET01 ,232.522,229.9433956661664,1.0112140830414509,Normal
2024-08-26 12:36:00,BET01 ,229.565,229.3509164976672,1.0009334320769325,Normal
2024-08-26 12:41:00,BET01 ,230.739,228.1331605832204,1.0114224491087478,Normal
2024-08-26 12:46:00,BET01 ,229.381,227.539571954455,1.0080927815312652,Normal
2024-08-26 12:51:00,BET01 ,237.86,230.77676247193432,1.0306930275483308,Normal
2024-08-26 12:56:00,BET01 ,239.153,230.53816653193007,1.037368361159742,Normal
2024-08-26 13:01:00,BET01 ,234.447,229.92495783147928,1.0196674698178485,Normal
2024-08-26 13:06:00,BET01 ,228.469,221.27789095798545,1.0324980910242856,Normal
