Tempo,Usina,Potencia Ativa(kW),Potencia Ativa Prevista (Random Forest),PR,Status
2024-09-12 09:04:00,BET01 ,111.141,104.17803663903236,1.06683715287411,Normal
2024-09-12 09:09:00,BET01 ,90.846,90.8241413600321,1.0002406699324715,Normal
2024-09-12 09:14:00,BET01 ,89.022,89.08441219076593,0.999299403911065,Normal
2024-09-12 09:24:00,BET01 ,105.691,111.6513533471015,0.9466163806490373,Normal
2024-09-12 09:29:00,BET01 ,90.602,90.59086454422363,1.0001229202948045,Normal
2024-09-12 09:34:00,BET01 ,87.655,91.88813755714897,0.9539316208850549,Normal
2024-09-12 09:44:00,BET01 ,113.67,112.40738323983966,1.011232507365342,Normal
2024-09-12 09:49:00,BET01 ,163.236,141.53990055879396,1.1532861006369983,Normal
2024-09-12 09:54:00,BET01 ,126.735,125.69488858454804,1.0082748903091023,Normal
2024-09-12 09:59:00,BET01 ,157.259,149.30497626170506,1.0532736680146075,Normal
2024-09-12 10:04:00,BET01 ,192.02,156.10457643386582,1.2300728421075462,Normal
2024-09-12 10:09:00,BET01 ,123.64,129.93100199490698,0.9515819789094402,Normal
2024-09-12 10:14:00,BET01 ,117.718,117.6528166148864,1.0005540316584767,Normal
2024-09-12 10:19:00,BET01 ,119.501,119.96325597156844,0.9961466870182484,Normal
2024-09-12 10:24:00,BET01 ,128.814,121.28825130949986,1.062048455718074,Normal
2024-09-12 10:29:00,BET01 ,120.279,114.69259421957938,1.048707641661025,Normal
2024-09-12 10:34:00,BET01 ,165.90800000000002,141.5507533427959,1.1720742990199264,Normal
2024-09-12 10:39:00,BET01 ,132.314,133.79809012135186,0.9889079872514934,Normal
2024-09-12 10:44:00,BET01 ,136.209,122.89372435915573,1.1083478892862788,Normal
2024-09-12 10:49:00,BET01 ,169.699,148.6151036811819,1.1418691357511588,Normal
2024-09-12 10:54:00,BET01 ,152.025,146.42617597139358,1.0382364969341291,Normal
2024-09-12 10:59:00,BET01 ,145.662,130.33251579992097,1.117618263608231,Normal
2024-09-12 11:04:00,BET01 ,188.417,156.99254981064325,1.2001652322180854,Normal
2024-09-12 11:09:00,BET01 ,194.455,186.93683401547665,1.0402176811441073,Normal
2024-09-12 11:14:00,BET01 ,121.068,162.15042451943842,0.7466400433967812,Normal
2024-09-12 11:19:00,BET01 ,164.019,175.95935626873907,0.9321413960477168,Normal
2024-09-12 11:24:00,BET01 ,137.523,135.2753875831884,1.0166150876147326,Normal
2024-09-12 11:29:00,BET01 ,150.482,140.33612301613087,1.0722969736217018,Normal
2024-09-12 11:34:00,BET01 ,137.591,128.36960631795617,1.0718347118647662,Normal
2024-09-12 11:39:00,BET01 ,148.96,138.4444442877021,1.0759550573979368,Normal
2024-09-12 11:44:00,BET01 ,170.904,147.30057378876108,1.1602398796157292,Normal
2024-09-12 11:49:00,BET01 ,235.583,173.6263556591319,1.3568389378770531,Normal
2024-09-12 11:54:00,BET01 ,106.355,119.6651968063098,0.8887713624216598,Normal
2024-09-12 11:59:00,BET01 ,169.14600000000002,183.66010455850451,0.9209730137451758,Normal
2024-09-12 12:04:00,BET01 ,166.224,145.4207694309133,1.1430554290869015,Normal
2024-09-12 12:09:00,BET01 ,106.042,137.1737198408361,0.7730489493398698,Normal
2024-09-12 12:24:00,BET01 ,117.421,139.02626521966295,0.844595802199488,Normal
2024-09-12 12:29:00,BET01 ,198.678,159.5580561567944,1.245176864054819,Normal
2024-09-12 12:34:00,BET01 ,151.809,152.68342841150542,0.994272931773914,Normal
2024-09-12 12:39:00,BET01 ,91.076,110.43242683927694,0.8247215297781308,Normal
2024-09-12 12:44:00,BET01 ,131.606,143.0132263046259,0.9202365641319923,Normal
2024-09-12 12:49:00,BET01 ,228.554,151.7062596155425,1.5065561604327127,Normal
2024-09-12 12:54:00,BET01 ,138.475,198.76729376062,0.6966689407502253,Normal
2024-09-12 12:59:00,BET01 ,230.504,219.046757968003,1.052305006192653,Normal
2024-09-12 13:04:00,BET01 ,90.055,96.16653507481512,0.9364484217918375,Normal
2024-09-12 13:09:00,BET01 ,131.336,166.5520334926165,0.7885583696930506,Normal
2024-09-12 13:14:00,BET01 ,81.745,86.72875467133194,0.9425363054016119,Normal
2024-09-12 13:19:00,BET01 ,225.433,178.18714028982455,1.265147415427001,Normal
2024-09-12 13:24:00,BET01 ,68.676,123.78305547846465,0.5548093778630955,Normal
2024-09-12 13:29:00,BET01 ,153.135,171.00332683432822,0.8955088935103616,Normal
2024-09-12 13:34:00,BET01 ,153.135,168.25685927263083,0.9101263429140294,Normal
2024-09-12 13:39:00,BET01 ,72.683,89.46746402289095,0.812395889319088,Normal
2024-09-12 13:44:00,BET01 ,109.36,129.81068156982792,0.8424576365942038,Normal
2024-09-12 13:49:00,BET01 ,109.36,122.76171776472133,0.8908314578132056,Normal
2024-09-12 13:54:00,BET01 ,109.36,107.08922893168106,1.0212044767804576,Normal
2024-09-12 13:59:00,BET01 ,109.36,109.6386470948642,0.9974584956833414,Normal
2024-09-12 14:04:00,BET01 ,109.36,110.98753555179673,0.9853358708822112,Normal
2024-09-12 14:09:00,BET01 ,109.36,113.7072231288372,0.9617682763749184,Normal
2024-09-12 14:14:00,BET01 ,109.36,112.73796604439384,0.9700370144777699,Normal
2024-09-12 14:19:00,BET01 ,109.36,111.65917899609168,0.9794089566414226,Normal
2024-09-12 14:24:00,BET01 ,109.36,118.65606234651376,0.9216553949062772,Normal
2024-09-12 14:29:00,BET01 ,109.36,113.0846064592423,0.9670635413973456,Normal
2024-09-12 14:34:00,BET01 ,109.36,120.08666769945968,0.9106756153288784,Normal
2024-09-12 14:39:00,BET01 ,109.36,120.82717623601056,0.9050943952078145,Normal
2024-09-12 14:44:00,BET01 ,109.36,121.71023194175942,0.8985275786207586,Normal
2024-09-12 14:49:00,BET01 ,109.36,124.6211819336834,0.8775394222965678,Normal
2024-09-12 14:54:00,BET01 ,109.36,127.50216726879351,0.8577109106659565,Normal
2024-09-12 14:59:00,BET01 ,239.195,143.75061796581204,1.6639580642142862,Normal
2024-09-12 15:04:00,BET01 ,234.054,166.38123463864127,1.4067331601928263,Normal
2024-09-12 15:09:00,BET01 ,231.993,218.1604904100308,1.0634052002907177,Normal
2024-09-12 15:14:00,BET01 ,226.981,226.19902022142463,1.0034570431729097,Normal
2024-09-12 15:19:00,BET01 ,226.377,222.6514534507498,1.0167326396998988,Normal
2024-09-12 15:24:00,BET01 ,222.437,217.80008770668516,1.021289763205052,Normal
2024-09-12 15:29:00,BET01 ,220.755,212.88550630995397,1.0369658499841146,Normal
2024-09-12 15:39:00,BET01 ,216.771,205.52984621647627,1.054693534736964,Normal
2024-09-12 15:44:00,BET01 ,209.742,194.05732756507896,1.0808249429780539,Normal
2024-09-12 15:49:00,BET01 ,18.947,142.85367784802588,0.13263221700288783,Normal
2024-09-12 15:54:00,BET01 ,13.957,66.86928360933157,0.20872064491584158,Normal
2024-09-12 15:59:00,BET01 ,28.981,34.05485238487721,0.8510094148248207,Normal
2024-09-12 16:04:00,BET01 ,180.164,64.27031682049083,2.803222528110514,Normal
2024-09-12 16:09:00,BET01 ,171.942,118.1743977149438,1.4549852025880645,Normal
2024-09-12 16:14:00,BET01 ,160.03,155.89788328100033,1.026505277891116,Normal
2024-09-12 16:19:00,BET01 ,141.442,142.11287966054826,0.9952792480023576,Normal
2024-09-12 16:24:00,BET01 ,127.223,128.66130358305918,0.9888210087803855,Normal
2024-09-12 16:34:00,BET01 ,94.786,103.79253380611416,0.9132256100141222,Normal
2024-09-12 16:39:00,BET01 ,79.827,80.43488614586651,0.9924425062930514,Normal
2024-09-12 16:44:00,BET01 ,62.309000000000005,63.36387281151053,0.9833521411380823,Normal
2024-09-12 16:49:00,BET01 ,47.608,47.484030467373344,1.0026107626375953,Normal
2024-09-12 16:54:00,BET01 ,37.628,36.190326096227125,1.039725364727309,Normal
2024-09-12 16:59:00,BET01 ,26.753,26.792859153604955,0.9985123217579565,Normal
2024-09-12 17:04:00,BET01 ,17.972,18.938974894486392,0.9489425958968929,Normal
2024-09-12 17:09:00,BET01 ,11.793,12.271524657959016,0.9610052808190661,Normal
2024-09-12 17:14:00,BET01 ,8.965,9.228359964601024,0.9714618886117096,Normal
2024-09-12 17:19:00,BET01 ,6.966,6.737455530419842,1.0339214809727904,Normal
2024-09-12 17:24:00,BET01 ,5.356,5.101078142871103,1.0499741133127234,Normal
2024-09-12 17:29:00,BET01 ,3.5,3.4997531374229323,1.0000705371400136,Normal
2024-09-12 17:34:00,BET01 ,1.938,1.8266197748934967,1.0609761410871605,Normal
2024-09-12 17:39:00,BET01 ,0.613,0.5922912977727558,1.0349637117835715,Normal
2024-09-12 17:44:00,BET01 ,0.3,0.1382895723171866,2.16936096462796,Normal
2024-09-13 07:09:00,BET01 ,14.801,39.529699945196,0.37442732984363947,Normal
2024-09-13 07:14:00,BET01 ,167.689,93.45382337314874,1.7943514127874687,Normal
2024-09-13 07:19:00,BET01 ,173.463,164.28750935717727,1.0558502023600242,Normal
2024-09-13 07:24:00,BET01 ,176.052,174.5334093935325,1.0087008591177142,Normal
2024-09-13 07:29:00,BET01 ,179.404,176.69559698738956,1.015328073018162,Normal
2024-09-13 07:34:00,BET01 ,182.856,181.2396462765323,1.0089183230969314,Normal
2024-09-13 07:39:00,BET01 ,186.209,183.19939898868952,1.01642800701271,Normal
2024-09-13 07:44:00,BET01 ,187.975,181.9896332228954,1.0328885039829379,Normal
2024-09-13 07:49:00,BET01 ,190.944,184.8578509307156,1.0329234005406969,Normal
2024-09-13 07:54:00,BET01 ,193.984,188.89792595434776,1.0269249861794747,Normal
2024-09-13 07:59:00,BET01 ,194.623,188.30964209347485,1.0335264718064265,Normal
2024-09-13 08:04:00,BET01 ,195.525,192.14959810704036,1.0175665311101993,Normal
2024-09-13 08:09:00,BET01 ,197.753,192.25398453434133,1.0286028686426334,Normal
2024-09-13 08:14:00,BET01 ,198.866,197.98371619123432,1.004456345328489,Normal
2024-09-13 08:19:00,BET01 ,200.677,199.41964638959803,1.006305063884957,Normal
2024-09-13 08:24:00,BET01 ,202.689,197.0616402969117,1.028556342546472,Normal
2024-09-13 08:29:00,BET01 ,202.928,199.21073699908868,1.0186599530572908,Normal
2024-09-13 08:34:00,BET01 ,203.76,201.4500633697203,1.0114665470521111,Normal
2024-09-13 08:39:00,BET01 ,204.545,202.05907247985408,1.012302974024558,Normal
2024-09-13 08:49:00,BET01 ,206.245,203.14596262015976,1.0152552250601938,Normal
2024-09-13 08:54:00,BET01 ,207.301,202.7530436141569,1.022431014128192,Normal
2024-09-13 08:59:00,BET01 ,208.246,204.56939666055715,1.017972401539334,Normal
2024-09-13 09:04:00,BET01 ,209.001,205.0886532375164,1.0190763686860465,Normal
2024-09-13 09:09:00,BET01 ,213.306,205.6375209011083,1.0372912446390534,Normal
2024-09-13 09:14:00,BET01 ,158.955,194.2953738738264,0.81811006011509,Normal
2024-09-13 09:19:00,BET01 ,220.383,200.0189760044376,1.1018104601990895,Normal
2024-09-13 09:24:00,BET01 ,221.226,153.64511893302694,1.4398504914199792,Normal
2024-09-13 09:29:00,BET01 ,137.336,198.09279471452243,0.693291243621047,Normal
2024-09-13 09:34:00,BET01 ,214.021,189.02021863549143,1.132265117165695,Normal
2024-09-13 09:39:00,BET01 ,173.28300000000002,178.82311685097014,0.9690190119234572,Normal
2024-09-13 09:44:00,BET01 ,236.868,207.53340900891527,1.1413487646696179,Normal
2024-09-13 09:49:00,BET01 ,81.013,163.4718088031729,0.49557780386184597,Normal
2024-09-13 09:54:00,BET01 ,236.799,180.5822704579742,1.3113081334034327,Normal
2024-09-13 09:59:00,BET01 ,236.799,162.9817245135125,1.4529175016820213,Normal
2024-09-13 10:04:00,BET01 ,236.799,215.97939881161275,1.096396236413951,Normal
2024-09-13 10:19:00,BET01 ,190.948,212.50218679724523,0.8985695765201197,Normal
2024-09-13 10:24:00,BET01 ,206.163,197.05639770846184,1.0462131775341346,Normal
2024-09-13 10:29:00,BET01 ,135.059,172.70756714780342,0.7820097418453952,Normal
2024-09-13 10:34:00,BET01 ,146.94400000000002,165.98960199064794,0.8852602707504476,Normal
2024-09-13 10:39:00,BET01 ,239.716,154.91716948089388,1.5473817447301377,Normal
2024-09-13 10:44:00,BET01 ,228.015,127.80731320344955,1.78405283926934,Normal
2024-09-13 10:49:00,BET01 ,83.12,178.47135047830093,0.46573301416299856,Normal
2024-09-13 10:54:00,BET01 ,83.12,136.48436842886713,0.6090074706490689,Normal
2024-09-13 10:59:00,BET01 ,83.12,143.12063420380747,0.5807688071143884,Normal
2024-09-13 11:04:00,BET01 ,84.285,95.1578384626142,0.8857389087617208,Normal
2024-09-13 11:09:00,BET01 ,109.704,94.50042164907936,1.1608837091476485,Normal
2024-09-13 11:14:00,BET01 ,189.466,151.96907886172718,1.2467404646993374,Normal
2024-09-13 11:19:00,BET01 ,195.326,180.64119554785,1.081292666424255,Normal
2024-09-13 11:24:00,BET01 ,172.244,179.2674709133442,0.9608212751730109,Normal
2024-09-13 11:29:00,BET01 ,175.072,176.53981477144748,0.9916856445479579,Normal
2024-09-13 16:40:00,BET01 ,101.615,135.75989970946125,0.7484905352572114,Normal
2024-09-13 16:45:00,BET01 ,63.763,75.58838431144315,0.8435555354283061,Normal
2024-09-13 16:50:00,BET01 ,47.848,51.29182466564408,0.932858214967135,Normal
2024-09-13 16:55:00,BET01 ,33.936,35.363190974803246,0.9596419063025128,Normal
2024-09-13 17:00:00,BET01 ,22.463,24.437411251019785,0.9192053842881008,Normal
2024-09-13 17:05:00,BET01 ,14.429,15.881707501250236,0.9085295141510523,Normal
2024-09-13 17:10:00,BET01 ,10.067,10.190177253406038,0.9879121579200336,Normal
2024-09-13 17:15:00,BET01 ,7.313,7.742924440771452,0.9444751858215709,Normal
2024-09-13 17:20:00,BET01 ,5.587,5.4221531886889816,1.0304024629283624,Normal
2024-09-13 17:25:00,BET01 ,4.024,4.055450083179476,0.9922449832855988,Normal
2024-09-13 17:30:00,BET01 ,2.57,2.372104692461352,1.0834260427744051,Normal
2024-09-13 17:35:00,BET01 ,1.175,1.0989974767084567,1.0691562309307334,Normal
2024-09-13 17:40:00,BET01 ,0.344,0.2488587872557912,1.3823100393333398,Normal
2024-09-14 07:25:00,BET01 ,14.812,22.089331610791263,0.6705499406221924,Normal
2024-09-14 07:30:00,BET01 ,65.639,36.42687497257944,1.8019388171346065,Normal
2024-09-14 07:35:00,BET01 ,57.522,64.33214789602067,0.8941408282057077,Normal
2024-09-14 07:40:00,BET01 ,143.058,84.19595878002448,1.69910767776589,Normal
2024-09-14 07:45:00,BET01 ,166.417,140.4082208865318,1.1852368682492365,Normal
2024-09-14 07:50:00,BET01 ,236.235,176.22769865100224,1.3405100435876145,Normal
2024-09-14 07:55:00,BET01 ,84.431,98.53884344100516,0.8568296222245446,Normal
2024-09-14 08:00:00,BET01 ,135.261,146.2349910798781,0.924956462206205,Normal
2024-09-14 08:05:00,BET01 ,135.261,142.25537446843143,0.9508322656028466,Normal
2024-09-14 08:10:00,BET01 ,135.261,147.762194080112,0.9153965318535114,Normal
2024-09-14 08:15:00,BET01 ,135.261,145.74186727548687,0.9280860917221848,Normal
2024-09-14 08:20:00,BET01 ,135.261,145.65954121850783,0.928610641420951,Normal
2024-09-14 08:25:00,BET01 ,135.261,147.61046726171207,0.9163374556641937,Normal
2024-09-14 08:30:00,BET01 ,126.694,143.8842037487429,0.8805275123962795,Normal
2024-09-14 08:35:00,BET01 ,222.334,161.86368720524015,1.373587886442279,Normal
2024-09-14 08:40:00,BET01 ,87.21600000000001,142.8266251162529,0.6106424479960305,Normal
2024-09-14 08:45:00,BET01 ,191.003,182.66280991111984,1.0456589389648518,Normal
2024-09-14 08:50:00,BET01 ,191.003,187.3807971403488,1.0193307047196418,Normal
2024-09-14 08:55:00,BET01 ,221.099,192.5018991550364,1.1485549024216752,Normal
2024-09-14 09:00:00,BET01 ,221.099,136.16502824769108,1.6237576038820314,Normal
2024-09-14 09:05:00,BET01 ,67.794,75.83352202015588,0.8939845887941344,Normal
2024-09-14 09:10:00,BET01 ,221.913,210.1660774633944,1.0558935232478306,Normal
2024-09-14 09:15:00,BET01 ,206.711,125.14708303039323,1.651744451365264,Normal
2024-09-14 09:20:00,BET01 ,60.381,83.77780811546458,0.7207278557202339,Normal
2024-09-14 09:25:00,BET01 ,197.181,104.779691314629,1.8818627686916103,Normal
2024-09-14 09:30:00,BET01 ,133.429,105.69825472064268,1.262357645853745,Normal
2024-09-14 09:35:00,BET01 ,156.79,147.34813024194824,1.0640786533398696,Normal
2024-09-14 09:40:00,BET01 ,94.025,118.4500024608656,0.7937948336562061,Normal
2024-09-14 09:45:00,BET01 ,78.403,78.63486398360854,0.9970513844386268,Normal
2024-09-14 09:50:00,BET01 ,108.342,112.84945046524118,0.9600578430230857,Normal
2024-09-14 09:55:00,BET01 ,87.22800000000001,81.75703406431111,1.066917372900115,Normal
2024-09-14 10:00:00,BET01 ,73.31700000000001,71.90720890906536,1.0196056989601345,Normal
2024-09-14 10:10:00,BET01 ,208.642,178.5051220001478,1.168829205919521,Normal
2024-09-14 10:15:00,BET01 ,147.18,130.82004690918748,1.1250569272626025,Normal
2024-09-14 10:20:00,BET01 ,105.989,117.73108702336911,0.9002634960718714,Normal
2024-09-14 10:25:00,BET01 ,206.854,151.3384505922133,1.3668304333138397,Normal
2024-09-14 10:30:00,BET01 ,122.982,193.6985911796097,0.6349142719678494,Normal
2024-09-14 10:35:00,BET01 ,208.697,141.76337769893908,1.4721503069940032,Normal
2024-09-14 10:40:00,BET01 ,86.272,100.20499915993612,0.8609550493813407,Normal
2024-09-14 10:50:00,BET01 ,103.696,175.45929552765008,0.5909974714543343,Normal
2024-09-14 10:55:00,BET01 ,135.339,130.9682829440951,1.0333723322750636,Normal
2024-09-14 11:00:00,BET01 ,99.388,109.61623729926472,0.9066904908317508,Normal
2024-09-14 11:05:00,BET01 ,91.154,86.1254513666235,1.0583863254541412,Normal
2024-09-14 11:10:00,BET01 ,99.556,143.19380807584383,0.6952535262367581,Normal
2024-09-14 11:15:00,BET01 ,99.556,98.35885377659396,1.0121712095804325,Normal
2024-09-14 11:25:00,BET01 ,214.841,167.3993101696389,1.2834043329227862,Normal
2024-09-14 11:30:00,BET01 ,151.273,147.00312326481196,1.0290461633763812,Normal
2024-09-14 11:35:00,BET01 ,97.204,115.4375983126963,0.8420480105337491,Normal
2024-09-14 11:40:00,BET01 ,128.113,119.9590156756249,1.0679730846277022,Normal
2024-09-14 11:45:00,BET01 ,152.95600000000002,158.47995831317877,0.9651441206069563,Normal
2024-09-14 11:50:00,BET01 ,153.745,137.12140795986917,1.1212326527816576,Normal
2024-09-14 11:55:00,BET01 ,122.038,139.3922442675943,0.8755006466910814,Normal
2024-09-14 12:00:00,BET01 ,115.532,115.31293923158312,1.0018997067447648,Normal
2024-09-14 12:05:00,BET01 ,112.416,140.8306361614867,0.798235405761397,Normal
2024-09-14 12:10:00,BET01 ,223.968,151.4209057414706,1.4791088383950968,Normal
2024-09-14 12:15:00,BET01 ,92.161,97.22455017754132,0.9479190166650832,Normal
2024-09-14 12:20:00,BET01 ,113.802,145.6135337680009,0.7815344978943736,Normal
2024-09-14 12:25:00,BET01 ,107.162,99.62295687806588,1.0756757614729462,Normal
2024-09-14 12:30:00,BET01 ,87.989,88.00799766649584,0.9997841370443646,Normal
2024-09-14 12:35:00,BET01 ,167.20600000000002,129.7347592242392,1.2888296166719198,Normal
2024-09-14 12:40:00,BET01 ,91.735,98.69686885201196,0.9294621102676446,Normal
2024-09-14 12:50:00,BET01 ,90.424,102.31843642667084,0.8837507995424139,Normal
2024-09-14 12:55:00,BET01 ,88.337,96.55378909423148,0.9148993615754187,Normal
2024-09-14 13:00:00,BET01 ,158.30700000000002,107.7680894290274,1.46895988263999,Normal
2024-09-14 13:05:00,BET01 ,173.61,180.9329634676237,0.9595266482830032,Normal
2024-09-14 13:15:00,BET01 ,100.458,145.0566814939946,0.6925430732686312,Normal
2024-09-14 13:20:00,BET01 ,186.595,173.17207743659503,1.077512049067608,Normal
2024-09-14 13:25:00,BET01 ,146.40800000000002,125.85555714264692,1.1633018304790355,Normal
2024-09-14 13:30:00,BET01 ,172.894,177.04662398416986,0.9765450258766801,Normal
2024-09-14 13:35:00,BET01 ,75.346,114.90948315318596,0.6556987111286209,Normal
2024-09-14 13:40:00,BET01 ,153.77100000000002,148.4612854239802,1.035764977791053,Normal
2024-09-14 13:45:00,BET01 ,153.77100000000002,146.96887716236287,1.0462827434554225,Normal
2024-09-14 13:50:00,BET01 ,126.635,142.76569506732324,0.8870128075255294,Normal
2024-09-14 13:55:00,BET01 ,126.635,138.1281217909711,0.9167937589974356,Normal
2024-09-14 14:00:00,BET01 ,126.635,129.30969034575912,0.97931562330242,Normal
2024-09-14 14:10:00,BET01 ,123.701,138.776259155775,0.8913700423438192,Normal
2024-09-14 14:20:00,BET01 ,235.925,147.8060753858297,1.5961793139026703,Normal
2024-09-14 14:35:00,BET01 ,235.925,187.08237247146067,1.261075519212748,Normal
2024-09-14 14:40:00,BET01 ,235.925,234.17528169818263,1.007471831737017,Normal
2024-09-14 14:45:00,BET01 ,239.889,235.09803835571051,1.020378569203715,Normal
2024-09-14 14:50:00,BET01 ,239.189,226.18959744011204,1.0574712661723082,Normal
2024-09-14 14:55:00,BET01 ,237.909,223.5414293645576,1.064272518415418,Normal
2024-09-14 15:00:00,BET01 ,236.197,220.65259201741864,1.0704474297829878,Normal
2024-09-14 15:05:00,BET01 ,234.601,229.76754539410567,1.0210362808098237,Normal
2024-09-14 15:10:00,BET01 ,232.787,224.5860365657921,1.036515909713761,Normal
2024-09-14 15:15:00,BET01 ,230.437,224.75502307093743,1.0252807561380697,Normal
2024-09-14 15:20:00,BET01 ,228.049,220.6049532178589,1.033743788040832,Normal
2024-09-14 15:25:00,BET01 ,223.149,207.47193361254097,1.0755623477088536,Normal
2024-09-14 15:30:00,BET01 ,219.654,204.41772619584137,1.0745349930639654,Normal
2024-09-14 15:35:00,BET01 ,216.253,206.42893255431412,1.0475905548903666,Normal
2024-09-14 15:40:00,BET01 ,215.238,204.74631012610044,1.0512423880432222,Normal
2024-09-14 15:45:00,BET01 ,211.086,193.37030681864783,1.0916153750429058,Normal
2024-09-14 15:50:00,BET01 ,205.8,185.3807161138619,1.1101478315230828,Normal
2024-09-14 15:55:00,BET01 ,202.785,192.03968872889595,1.0559535965832214,Normal
2024-09-14 16:00:00,BET01 ,195.118,187.579305017748,1.0401893747369344,Normal
2024-09-14 16:05:00,BET01 ,190.29,180.5559149834513,1.0539117481553615,Normal
2024-09-14 16:15:00,BET01 ,162.969,161.858205430553,1.00686276340759,Normal
2024-09-14 16:20:00,BET01 ,144.531,138.08673574378204,1.0466682351603647,Normal
2024-09-14 16:25:00,BET01 ,124.106,122.73228623588676,1.011192766029576,Normal
2024-09-14 16:30:00,BET01 ,106.754,106.21900283943664,1.0050367368009665,Normal
2024-09-14 16:40:00,BET01 ,76.417,82.58415435507267,0.9253227885756772,Normal
2024-09-14 16:45:00,BET01 ,59.969,63.21139618991855,0.9487055122121211,Normal
2024-09-14 16:50:00,BET01 ,45.874,46.35680822591408,0.9895849553843058,Normal
2024-09-14 16:55:00,BET01 ,32.612,33.40647492669354,0.9762179359409541,Normal
2024-09-14 17:00:00,BET01 ,22.274,23.66205310993989,0.9413384331659369,Normal
2024-09-14 17:05:00,BET01 ,15.117,15.688230772988591,0.9635885791550113,Normal
2024-09-14 17:10:00,BET01 ,10.495,10.411017314902326,1.0080667126523226,Normal
2024-09-14 17:15:00,BET01 ,7.702,7.732047723743545,0.9961138724414136,Normal
2024-09-14 17:20:00,BET01 ,5.847,5.515002480554524,1.0601989791692885,Normal
2024-09-14 17:25:00,BET01 ,4.16,4.035197914989735,1.0309283677379633,Normal
2024-09-14 17:30:00,BET01 ,2.5540000000000003,2.378920512932187,1.0735961904216864,Normal
2024-09-14 17:35:00,BET01 ,0.8130000000000001,0.9363602545475902,0.8682555630181115,Normal
2024-09-14 17:40:00,BET01 ,0.211,0.1808646347253325,1.1666183403982326,Normal
2024-09-15 08:50:00,BET01 ,0.001,53.47933218661939,1.869881240308759e-05,Perda Total
2024-09-15 08:55:00,BET01 ,106.477,69.70023760361585,1.5276418511732057,Perda Total
2024-09-15 09:00:00,BET01 ,231.406,151.43834443706,1.528054211502396,Normal
2024-09-15 09:05:00,BET01 ,231.406,185.2070405386814,1.2494449418712552,Normal
2024-09-15 09:10:00,BET01 ,231.406,226.72116021854745,1.0206634430457953,Normal
2024-09-15 09:15:00,BET01 ,231.406,226.697795145562,1.020768639815905,Normal
2024-09-15 09:20:00,BET01 ,231.406,224.496238512023,1.03077896330814,Normal
2024-09-15 09:25:00,BET01 ,231.406,220.9739573933052,1.0472093758457115,Normal
2024-09-15 09:30:00,BET01 ,33.199,192.0484908612628,0.17286779943500413,Normal
2024-09-15 09:35:00,BET01 ,233.097,173.47766898592567,1.3436715017130607,Normal
2024-09-15 09:40:00,BET01 ,233.097,178.7786783729224,1.3038299763787973,Normal
2024-09-15 09:45:00,BET01 ,233.097,223.59032490364368,1.0425182757816254,Normal
2024-09-15 09:50:00,BET01 ,233.097,228.42387164409027,1.0204581435481095,Normal
2024-09-15 09:55:00,BET01 ,233.097,231.1439232210533,1.0084496133479524,Normal
2024-09-15 10:00:00,BET01 ,233.097,231.9173711543793,1.0050864186660493,Normal
2024-09-15 10:05:00,BET01 ,233.097,228.1575234959362,1.021649413214076,Normal
2024-09-15 10:10:00,BET01 ,233.097,230.81270862779132,1.00989673136193,Normal
2024-09-15 10:15:00,BET01 ,233.097,229.8415162399677,1.0141640370864653,Normal
2024-09-15 10:20:00,BET01 ,233.097,231.75158246469977,1.005805429766613,Normal
2024-09-15 10:25:00,BET01 ,233.097,231.04981215378888,1.008860374423713,Normal
2024-09-15 10:30:00,BET01 ,233.097,231.91290304765965,1.0051057829761936,Normal
2024-09-15 10:35:00,BET01 ,233.097,231.44181013273987,1.0071516458772545,Normal
2024-09-15 10:40:00,BET01 ,233.097,229.81172491559863,1.0142955068354669,Normal
2024-09-15 10:45:00,BET01 ,233.097,232.74885762387729,1.0014957855418793,Normal
2024-09-15 10:50:00,BET01 ,233.097,232.47566592622917,1.0026726843486837,Normal
2024-09-15 10:55:00,BET01 ,233.097,232.4786585291156,1.002659777352453,Normal
2024-09-15 11:00:00,BET01 ,233.097,232.94271607211851,1.0006623256158553,Normal
2024-09-15 11:05:00,BET01 ,233.097,232.4363495101936,1.0028422856029127,Normal
2024-09-15 11:10:00,BET01 ,233.097,232.7111598768653,1.001658021572059,Normal
2024-09-15 11:15:00,BET01 ,233.097,232.79838182320933,1.001282733043297,Normal
2024-09-15 11:20:00,BET01 ,233.097,232.9650254373825,1.0005664994664745,Normal
2024-09-15 11:25:00,BET01 ,233.097,233.00798554222197,1.0003820232065046,Normal
2024-09-15 11:30:00,BET01 ,233.097,232.88689343679945,1.0009021828583822,Normal
2024-09-15 11:35:00,BET01 ,233.097,232.97482796207277,1.0005244001637255,Normal
2024-09-15 11:40:00,BET01 ,233.097,232.826572182774,1.001161498941855,Normal
2024-09-15 11:45:00,BET01 ,233.097,232.7851084430195,1.0013398260699173,Normal
2024-09-15 11:50:00,BET01 ,233.097,232.57040244614348,1.0022642500865022,Normal
2024-09-15 11:55:00,BET01 ,233.097,232.9817456018843,1.0004946928259033,Normal
2024-09-15 12:00:00,BET01 ,233.097,232.6885558376187,1.0017553255290574,Normal
2024-09-15 12:05:00,BET01 ,233.097,232.73329982657745,1.0015627337114783,Normal
2024-09-15 12:10:00,BET01 ,233.097,232.69221736321245,1.0017395624201548,Normal
2024-09-15 12:15:00,BET01 ,233.097,231.81010765833088,1.0055514936543057,Normal
