Tempo,Potencia Ativa(kW),Potencia Ativa(kW) prevista,PR,Status
2024-08-26 10:51:00,231.5,228.2177278916062,1.0143821960665245,Normal
2024-08-26 10:56:00,231.33,227.31519060986133,1.0176618613976804,Normal
2024-08-26 11:06:00,224.61,228.8094578109213,0.9816464850225224,Normal
2024-08-26 11:11:00,233.1,228.79028502805195,1.0188369666632464,Normal
2024-08-26 11:16:00,231.27,230.64297476049077,1.0027185967409602,Normal
2024-08-26 11:21:00,234.86,230.0470135026195,1.020921751706747,Normal
2024-08-26 11:26:00,232.04,229.3047982277597,1.0119282361005089,Normal
2024-08-26 11:31:00,231.72,232.30858516368122,0.9974663649934998,Normal
2024-08-26 11:36:00,234.17,232.1715356765956,1.008607706011766,Normal
2024-08-26 11:41:00,231.01,231.46774698280646,0.9980224156981989,Normal
2024-08-26 11:46:00,234.05,228.57624277834245,1.0239471834654559,Normal
2024-08-26 11:51:00,231.0,230.8616665928875,1.0005992047495544,Normal
2024-08-26 11:56:00,232.26,230.25900779551523,1.0086901799136638,Normal
2024-08-26 12:01:00,235.43,232.00039205417045,1.0147827678887231,Normal
2024-08-26 12:06:00,234.96,230.98570464138538,1.0172058065878358,Normal
2024-08-26 12:11:00,233.43,232.00922015924448,1.0061238076649728,Normal
2024-08-26 12:16:00,234.79,231.88124614636524,1.0125441531041226,Normal
2024-08-26 12:21:00,232.5,227.85855740943038,1.0203698410247968,Normal
2024-08-26 12:26:00,231.23,227.37755469494005,1.0169429445673674,Normal
2024-08-26 12:31:00,232.52,228.0506018137575,1.0195982740264484,Normal
2024-08-26 12:36:00,229.57,225.50489908624843,1.0180266634127395,Normal
2024-08-26 12:41:00,230.74,227.93584904342168,1.012302369146172,Normal
2024-08-26 12:46:00,229.38,228.03810760041335,1.0058845094519817,Normal
2024-08-26 12:51:00,237.86,229.17705312495298,1.0378875055624042,Normal
2024-08-26 12:56:00,239.15,233.72074898216553,1.0232296492351596,Normal
2024-08-26 13:01:00,234.45,226.88178168358033,1.0333575409195905,Normal
2024-08-26 13:06:00,228.47,191.1968039023275,1.194946752963054,Normal
2024-08-26 13:11:00,160.67,195.80094134449376,0.8205782816810665,Normal
2024-08-26 13:16:00,232.48,192.24095818485748,1.209315653620749,Normal
2024-08-26 13:21:00,207.05,207.99465565305488,0.9954582695882792,Normal
2024-08-26 13:26:00,229.99,202.12956223112445,1.1378345525580202,Normal
2024-08-26 13:31:00,230.52,210.0263285025333,1.0975766783316385,Normal
2024-08-26 13:36:00,229.02,224.07954469383793,1.0220477746548096,Normal
2024-08-26 13:41:00,230.41,225.6132537347118,1.0212609241074484,Normal
2024-08-26 13:46:00,228.38,223.6271847037144,1.021253298442149,Normal
2024-08-26 13:51:00,226.31,221.9120525633691,1.0198184252988018,Normal
2024-08-26 13:56:00,225.91,221.72987081330302,1.0188523502555804,Normal
2024-08-26 14:01:00,225.39,223.18078291178472,1.009898778288131,Normal
2024-08-26 14:06:00,222.78,221.06824061835974,1.00774312663299,Normal
2024-08-26 14:11:00,221.29,219.02285351927475,1.0103511868478408,Normal
2024-08-26 14:16:00,218.85,217.53566750936028,1.0060419171977082,Normal
2024-08-26 14:21:00,218.37,217.07699209525757,1.0059564484115158,Normal
2024-08-26 14:26:00,216.88,216.0916317418759,1.003648305359024,Normal
2024-08-26 14:31:00,216.28,213.1750507022843,1.0145652565226877,Normal
2024-08-26 14:36:00,212.15,211.6199697737505,1.0025046323691293,Normal
2024-08-26 14:46:00,209.28,207.80153611354183,1.007114788052627,Normal
2024-08-26 14:51:00,207.47,206.13864265957807,1.006458552958557,Normal
2024-08-26 14:56:00,205.75,204.66628912031317,1.0052950140657986,Normal
2024-08-26 15:01:00,204.75,202.54440487730108,1.0108894398936128,Normal
2024-08-26 15:06:00,199.35,198.57147541356503,1.0039206264888425,Normal
2024-08-26 15:16:00,193.83,193.09398064203248,1.0038117157019617,Normal
2024-08-26 15:21:00,191.79,190.13913632918124,1.0086823980727495,Normal
2024-08-26 15:26:00,189.05,187.63857130705654,1.0075220605396413,Normal
2024-08-26 15:31:00,186.13,183.7731355207716,1.012824858609228,Normal
2024-08-26 15:36:00,182.75,178.69200079164807,1.022709462037327,Normal
2024-08-26 15:41:00,178.58,177.0458520611588,1.0086652577339754,Normal
2024-08-26 15:46:00,175.48,170.7861298530979,1.0274839072174042,Normal
2024-08-26 15:51:00,168.74,165.65148620712176,1.0186446488564342,Normal
2024-08-26 15:56:00,160.99,155.9291603030881,1.0324560184065306,Normal
2024-08-26 16:11:00,141.09,143.3113315643174,0.9844999586559525,Normal
2024-08-26 16:16:00,132.8,126.70305591128023,1.0481199450547505,Normal
2024-08-26 16:21:00,116.52,112.20491988951972,1.0384571381961596,Normal
2024-08-26 16:26:00,101.74,99.61582364577077,1.0213236840944335,Normal
2024-08-26 16:31:00,87.91,85.65039660103379,1.0263817038640417,Normal
2024-08-26 16:36:00,74.51,72.68837354343229,1.0250607678747863,Normal
2024-08-26 16:41:00,59.97,61.44130144967483,0.9760535435454611,Normal
2024-08-26 16:46:00,51.13,49.436532724232954,1.0342553812423203,Normal
2024-08-26 16:51:00,39.04,38.984324494351,1.0014281510933212,Normal
2024-08-26 16:56:00,30.25,29.833759186780483,1.0139520068729373,Normal
2024-08-26 17:01:00,22.49,22.119926286381936,1.0167303321370422,Normal
2024-08-26 17:06:00,16.41,11.115506333912862,1.4763160135975002,Normal
2024-08-26 17:11:00,3.35,6.4135933461764,0.5223280958399357,Normal
2024-08-26 17:16:00,0.42,1.3947032877387309,0.3011393202356015,Normal
2024-08-26 17:21:00,0.0,0.30804439520107446,0.0,Normal
2024-08-26 17:26:00,0.0,0.07642962808106926,0.0,Normal
2024-08-26 17:31:00,0.0,0.0004879206349206349,0.0,Normal
2024-08-26 17:36:00,0.0,0.00012194938884644768,0.0,Normal
2024-08-26 17:41:00,0.0,0.0007843415926179083,0.0,Normal
2024-08-26 17:46:00,0.0,14.414628517345404,0.0,Normal
2024-08-27 08:57:00,82.28,88.05732011236869,0.9343913702461496,Normal
2024-08-27 09:02:00,238.88,148.62198217230693,1.607299246776639,Normal
2024-08-27 09:07:00,127.8,126.41456054761348,1.010959492691229,Normal
2024-08-27 09:12:00,194.83,194.40831292823808,1.0021690794257219,Normal
2024-08-27 09:17:00,235.19,198.943310977752,1.182196068036193,Normal
2024-08-27 09:22:00,234.4,218.2516090423547,1.073989791087916,Normal
2024-08-27 09:27:00,236.93,207.52714583374097,1.1416819667043219,Normal
2024-08-27 09:32:00,163.11,194.24025047494112,0.8397332664119622,Normal
2024-08-27 09:37:00,93.11,109.39765934035734,0.851115102109422,Normal
2024-08-27 09:42:00,134.85,162.0843426756704,0.8319742534899492,Normal
2024-08-27 09:47:00,125.83,137.76286947379702,0.9133810908601414,Normal
2024-08-27 09:52:00,95.91,122.63067580853074,0.782104472373201,Normal
2024-08-27 09:57:00,97.6,104.7568570188141,0.9316812548363421,Normal
2024-08-27 10:02:00,80.24,112.00714517796733,0.7163828689009728,Normal
2024-08-27 10:07:00,80.24,103.12276090869173,0.7781017429415715,Normal
2024-08-27 10:12:00,80.24,138.72312699376468,0.5784183339783467,Normal
2024-08-27 10:17:00,185.93,152.29078256834467,1.220888072569716,Normal
2024-08-27 10:22:00,180.75,178.87180122543768,1.0105002508036198,Normal
2024-08-27 10:27:00,180.75,178.71021867771995,1.011413904237667,Normal
2024-08-27 10:32:00,180.75,177.69593591897865,1.0171870226813395,Normal
2024-08-27 10:37:00,180.75,175.76428132583428,1.0283659378148802,Normal
2024-08-27 10:42:00,180.75,171.53386580282887,1.0537277822897357,Normal
2024-08-27 10:47:00,107.35,159.93797274455332,0.671197703446293,Normal
2024-08-27 10:52:00,192.97,171.69740206618857,1.1238958637569305,Normal
2024-08-27 10:57:00,177.29,158.59889721581484,1.1178514044694212,Normal
2024-08-27 11:02:00,114.08,152.49426105494672,0.7480937263527229,Normal
2024-08-27 11:07:00,115.91,146.59789616100926,0.7906661898660224,Normal
2024-08-27 11:12:00,167.43,147.44587745687897,1.1355353088726774,Normal
2024-08-27 11:17:00,139.32,170.42964214373202,0.817463430935942,Normal
2024-08-27 11:22:00,222.13,192.23994034402233,1.15548308849081,Normal
2024-08-27 11:27:00,212.31,183.80854346763664,1.1550605646215877,Normal
2024-08-27 11:32:00,230.34,224.25707200023783,1.0271247989885275,Normal
2024-08-27 11:37:00,226.84,203.06526796352313,1.1170792636028115,Normal
2024-08-27 11:42:00,204.26,207.0298766080892,0.9866208846111006,Normal
2024-08-27 11:47:00,192.3,193.48465771177266,0.9938772524613431,Normal
2024-08-27 11:52:00,196.66,200.91590979239155,0.9788174575284295,Normal
2024-08-27 11:57:00,218.32,165.9157215740147,1.3158487811090755,Normal
2024-08-27 12:02:00,118.8,160.37569652287496,0.7407606175730942,Normal
2024-08-27 12:07:00,118.8,154.63645784706927,0.76825350020297,Normal
2024-08-27 12:12:00,215.16,153.71534256821454,1.3997301531857047,Normal
2024-08-27 12:17:00,136.46,164.670331566346,0.8286860098111846,Normal
2024-08-27 12:22:00,122.13,115.1494576929151,1.0606215821328562,Normal
2024-08-27 12:27:00,221.38,197.01239481497183,1.1236856453012183,Normal
2024-08-27 12:32:00,221.38,221.1599555375057,1.0009949561707927,Normal
2024-08-27 12:37:00,217.71,218.8746114613104,0.9946790929585899,Normal
2024-08-27 12:42:00,217.71,222.00949094960333,0.980633751596776,Normal
2024-08-27 12:47:00,228.35,226.63326422463038,1.0075749505759581,Normal
2024-08-27 12:52:00,235.02,229.78350850220136,1.0227888046967848,Normal
2024-08-27 12:57:00,233.94,231.02442567463433,1.0126201994306518,Normal
2024-08-27 13:02:00,229.79,226.1804870050801,1.0159585516978695,Normal
2024-08-27 13:07:00,229.09,221.6437575992282,1.0335955430526311,Normal
2024-08-27 13:12:00,232.35,229.09874704393226,1.0141914916516077,Normal
2024-08-27 13:17:00,229.26,228.47639735043197,1.0034296875242048,Normal
2024-08-27 13:22:00,227.36,226.52134107820856,1.0037023395579399,Normal
2024-08-27 13:27:00,227.08,225.41727113417787,1.007376226575081,Normal
2024-08-27 13:32:00,224.44,223.54861508089823,1.0039874320795017,Normal
2024-08-27 13:37:00,225.2,223.83064526380366,1.006117816148823,Normal
2024-08-27 13:42:00,224.55,223.36722250763856,1.005295215112956,Normal
2024-08-27 13:47:00,223.55,221.15884251970914,1.0108119460793334,Normal
2024-08-27 13:52:00,220.06,219.31465814070032,1.0033985045305158,Normal
2024-08-27 13:57:00,219.52,217.8042653674163,1.0078774152089696,Normal
2024-08-27 14:02:00,218.19,217.51534796163722,1.0031016295846937,Normal
2024-08-27 14:07:00,217.34,215.7119970934043,1.00754711341294,Normal
2024-08-27 14:12:00,216.31,214.24035827941094,1.009660372757078,Normal
2024-08-27 14:17:00,215.7,209.6402722718281,1.0289053608951366,Normal
2024-08-27 14:22:00,211.32,208.835354675874,1.0118976278129839,Normal
2024-08-27 14:32:00,205.07,205.42916277859044,0.9982516465835108,Normal
2024-08-27 14:37:00,205.34,204.48332073099203,1.0041894823790296,Normal
2024-08-27 14:42:00,205.26,201.93943409989248,1.016443375286795,Normal
2024-08-27 14:47:00,202.26,200.89791393863644,1.0067799910644148,Normal
2024-08-27 14:52:00,199.93,196.95709187233035,1.0150941918334007,Normal
2024-08-27 14:57:00,194.28,193.33375547991005,1.00489435752045,Normal
2024-08-27 15:02:00,192.49,189.76690183822652,1.014349700265934,Normal
2024-08-27 15:12:00,187.31,186.21103244210548,1.0059017317259986,Normal
2024-08-27 15:17:00,183.14,181.67437937525352,1.0080672939672972,Normal
2024-08-27 15:22:00,180.76,177.17461632054287,1.0202364410541207,Normal
2024-08-27 15:27:00,175.74,171.4132371299678,1.0252417079478617,Normal
2024-08-27 15:37:00,163.9,165.37415624276966,0.9910859333993783,Normal
2024-08-27 15:42:00,158.53,151.92902375625795,1.043447763176127,Normal
2024-08-27 15:47:00,153.73,148.23378173434446,1.0370780411951273,Normal
2024-08-27 15:52:00,148.2,139.41541075000478,1.0630101737156408,Normal
2024-08-27 15:57:00,140.29,133.5708868542039,1.0503037248912646,Normal
2024-08-27 16:07:00,129.93,123.40037960678637,1.0529141029713214,Normal
2024-08-27 16:12:00,123.33,114.71323571470167,1.0751156937698865,Normal
2024-08-27 16:17:00,114.64,104.29506473011098,1.0991891159630522,Normal
2024-08-27 16:22:00,98.75,93.33514336882536,1.058015195945831,Normal
2024-08-27 16:27:00,83.66,82.65025328413553,1.0122171037079966,Normal
2024-08-27 16:32:00,72.66,69.43259108328115,1.0464826224452393,Normal
2024-08-27 16:37:00,60.23,58.656252113726545,1.0268300109461848,Normal
2024-08-27 16:42:00,49.17,48.263354444595755,1.0187853821152244,Normal
2024-08-27 16:47:00,41.06,38.914712035320626,1.0551279413999575,Normal
2024-08-27 16:52:00,32.86,31.97535124009319,1.0276665845908697,Normal
2024-08-27 16:57:00,25.62,25.167842031147888,1.0179657027524458,Normal
2024-08-27 17:02:00,19.72,18.64819202661257,1.0574751682017145,Normal
2024-08-27 17:07:00,14.77,14.383374279213617,1.0268800431165253,Normal
2024-08-27 17:12:00,10.96,7.093852912287788,1.5449996124130758,Normal
2024-08-27 17:17:00,0.0,4.454352023202275,0.0,Normal
2024-08-27 17:22:00,0.0,0.6199928080493201,0.0,Normal
2024-08-27 17:27:00,0.0,0.003162729797979798,0.0,Normal
2024-08-27 17:32:00,0.0,0.0022082575757575757,0.0,Normal
2024-08-27 17:37:00,0.0,0.004061738844488844,0.0,Normal
2024-08-27 17:42:00,0.0,9.930804283435862e-05,0.0,Normal
2024-08-27 17:47:00,0.0,39.130289656455396,0.0,Normal
2024-08-29 11:27:00,188.93,147.96440305000326,1.2768611646150647,Normal
2024-08-29 11:32:00,188.93,177.0604214658038,1.0670368817375067,Normal
2024-08-29 11:37:00,188.93,184.91498958448048,1.021712736347343,Normal
2024-08-29 11:42:00,188.93,185.62339032492758,1.017813539927723,Normal
2024-08-29 11:47:00,188.93,185.28328270909327,1.0196818473722333,Normal
2024-08-29 11:52:00,188.93,181.3322579012522,1.0418995615379438,Normal
2024-08-29 11:57:00,188.93,181.88014810640263,1.0387609751091313,Normal
2024-08-29 12:02:00,191.14,149.56719094542373,1.2779540672776688,Normal
2024-08-29 12:07:00,68.84,133.93489029250492,0.5139810832685793,Normal
2024-08-29 12:12:00,68.84,108.90136738109206,0.6321316403594792,Normal
2024-08-29 12:17:00,68.84,73.90735451003606,0.9314363970456019,Normal
2024-08-29 12:22:00,68.84,73.60245123568652,0.9352949371151186,Normal
2024-08-29 12:27:00,68.84,71.87391758234097,0.9577883370714388,Normal
2024-08-29 12:32:00,68.84,71.57110704050369,0.9618406483644567,Normal
2024-08-29 12:37:00,68.84,72.8492312912958,0.9449653589992675,Normal
2024-08-29 12:42:00,68.84,71.39332572889009,0.9642357923122097,Normal
2024-08-29 12:47:00,68.84,70.11440471413229,0.9818239244941429,Normal
2024-08-29 12:52:00,68.84,75.31978479425602,0.913969685230033,Normal
2024-08-29 12:57:00,68.84,71.37559558739667,0.9644753144750725,Normal
2024-08-29 13:02:00,68.84,74.04675838748632,0.9296828314854868,Normal
2024-08-29 13:07:00,68.84,74.27853191568866,0.9267819142970977,Normal
2024-08-29 13:17:00,68.84,74.3617594840111,0.9257446364593033,Normal
2024-08-29 13:22:00,69.73,72.93398017565866,0.9560701312619715,Normal
2024-08-29 13:27:00,69.73,75.30830245488423,0.925927125256527,Normal
2024-08-29 13:32:00,69.73,79.32567662329708,0.8790344182141028,Normal
2024-08-29 13:37:00,69.73,143.107318772462,0.4872567007622399,Normal
2024-08-29 13:42:00,211.59,155.1643449577676,1.363650908703222,Normal
2024-08-29 13:47:00,211.59,192.8070014485088,1.097418653940881,Normal
2024-08-29 13:52:00,211.59,173.9910507403577,1.216097029701546,Normal
2024-08-29 13:57:00,94.3,180.36847618806897,0.5228186321298963,Normal
2024-08-29 14:02:00,238.2,188.04614714285788,1.266710345408143,Normal
2024-08-29 14:07:00,238.2,189.0064222583985,1.2602746359292856,Normal
2024-08-29 14:12:00,238.2,235.53928231622743,1.0112962799988512,Normal
2024-08-29 14:17:00,238.2,235.56638206820173,1.0111799396360206,Normal
2024-08-29 14:22:00,238.2,236.3545861736534,1.0078078189901962,Normal
2024-08-29 14:32:00,238.2,236.11865906476345,1.0088148092297342,Normal
2024-08-29 14:37:00,238.2,236.71523270171303,1.0062723774948523,Normal
2024-08-29 14:42:00,238.2,236.35903097726074,1.0077888668570332,Normal
2024-08-29 14:47:00,236.85,232.76479684600943,1.0175507774772885,Normal
2024-08-29 14:52:00,237.43,233.51427605944582,1.016768670449756,Normal
2024-08-29 14:57:00,236.22,233.4080827025715,1.0120472147531054,Normal
2024-08-29 15:02:00,233.83,229.8068157862897,1.0175068097956317,Normal
2024-08-29 15:07:00,231.85,226.7582527454594,1.0224545179409905,Normal
2024-08-29 15:12:00,230.19,222.0513193498835,1.0366522508127614,Normal
2024-08-29 15:17:00,226.95,220.87311457997401,1.0275130154776064,Normal
2024-08-29 15:27:00,224.02,212.39404846114823,1.054737652128602,Normal
2024-08-29 15:32:00,217.81,204.3980124712736,1.0656170153837055,Normal
2024-08-29 15:37:00,215.19,202.45866015793365,1.0628836515668676,Normal
2024-08-29 15:42:00,212.66,203.0900073471143,1.0471219277496455,Normal
2024-08-29 15:47:00,207.74,194.4342496594174,1.0684331611528821,Normal
2024-08-29 15:52:00,201.12,190.38936932865403,1.0563615012181828,Normal
2024-08-29 15:57:00,196.83,191.3042703172337,1.0288845077718505,Normal
2024-08-29 16:02:00,190.66,174.86727779761728,1.0903126210991883,Normal
2024-08-29 16:12:00,175.02,158.3615360098432,1.1051926143803086,Normal
2024-08-29 16:17:00,163.42,152.26096873283407,1.0732888497954207,Normal
2024-08-29 16:22:00,140.57,136.03951328274144,1.0333027265971064,Normal
2024-08-29 16:27:00,122.79,120.87178838680853,1.0158698041850172,Normal
2024-08-29 16:32:00,108.72,105.83881533340741,1.027222382048745,Normal
2024-08-29 16:37:00,89.41,89.68035657909546,0.9969853311314946,Normal
2024-08-29 16:42:00,78.33,75.47306306932268,1.0378537297214663,Normal
2024-08-29 16:47:00,60.78,60.64917799161612,1.002157028548713,Normal
2024-08-29 16:52:00,47.77,46.838931622116306,1.0198780874293911,Normal
2024-08-29 16:57:00,35.12,34.857425026823826,1.007532827596247,Normal
2024-08-29 17:02:00,25.3,25.423190073236253,0.9951544211060304,Normal
2024-08-29 17:07:00,17.43,17.150038927945584,1.016324223707634,Normal
2024-08-29 17:12:00,12.37,12.297922993276503,1.0058609089325818,Normal
2024-08-29 17:17:00,8.98,8.74440768544004,1.0269420552008612,Normal
2024-08-29 17:22:00,6.76,6.640033244975,1.0180671919249482,Normal
2024-08-29 17:27:00,4.76,4.372472991863492,1.0886287940160264,Normal
2024-08-29 17:32:00,3.02,2.931722757320352,1.0301110473216557,Normal
2024-08-29 17:37:00,1.2,1.3407627866256129,0.8950129075554968,Normal
2024-08-29 17:42:00,0.24,0.3092828781249635,0.7759886400922256,Normal
2024-08-29 17:47:00,0.0,0.00789822532253608,0.0,Normal
2024-08-29 17:52:00,0.0,32.698357905724116,0.0,Normal
2024-08-30 07:45:00,173.24,99.60323465466868,1.7393009433944098,Normal
2024-08-30 07:50:00,176.48,161.97907008920492,1.0895234791927693,Normal
2024-08-30 07:55:00,180.09,177.6755641810581,1.013589014505571,Normal
2024-08-30 08:00:00,183.1,180.64537484009807,1.0135880875005778,Normal
2024-08-30 08:05:00,186.24,183.50660745007698,1.0148953358568664,Normal
2024-08-30 08:10:00,189.37,188.06870043302155,1.006919277710657,Normal
2024-08-30 08:15:00,191.16,190.4099375919434,1.003939197804182,Normal
2024-08-30 08:20:00,192.62,191.7846719502288,1.0043555516782279,Normal
2024-08-30 08:25:00,197.67,194.59963865374988,1.015777836832026,Normal
2024-08-30 08:30:00,200.59,197.01566203074609,1.0181424051895738,Normal
2024-08-30 08:35:00,202.6,197.2414051869059,1.0271676974112829,Normal
2024-08-30 08:40:00,204.91,201.78024561773765,1.0155107075654546,Normal
2024-08-30 08:45:00,207.0,205.61654574886225,1.0067283216246006,Normal
2024-08-30 08:55:00,212.68,208.97745019638594,1.0177174609037225,Normal
2024-08-30 09:00:00,215.11,211.35637209521622,1.0177597101406188,Normal
2024-08-30 09:05:00,215.98,215.62060925517693,1.0016667736264382,Normal
2024-08-30 09:10:00,219.23,217.9475374457395,1.0058842718265617,Normal
2024-08-30 09:15:00,221.84,220.64059244098345,1.0054360240142002,Normal
2024-08-30 09:20:00,223.2,221.55366453642227,1.0074308654159365,Normal
2024-08-30 09:25:00,225.21,224.24950471074493,1.0042831545625663,Normal
2024-08-30 09:30:00,225.58,225.85278227324764,0.9987922120307661,Normal
2024-08-30 09:35:00,227.39,226.60786011743576,1.003451512591659,Normal
2024-08-30 09:40:00,231.79,226.49736439245723,1.0233673165325319,Normal
2024-08-30 09:45:00,235.04,230.74559192279943,1.0186110080865047,Normal
2024-08-30 09:50:00,236.53,233.40355866575433,1.0133950028530752,Normal
2024-08-30 09:55:00,237.92,235.89054653847657,1.0086033691951806,Normal
2024-08-30 10:00:00,237.91,237.58705792791326,1.0013592578438542,Normal
2024-08-30 10:05:00,239.48,238.27282705117008,1.005066347530139,Normal
2024-08-30 10:10:00,239.48,213.07508536918297,1.1239230508112514,Normal
