Tempo,velocidade do vento,humidade,irradiancia inclinada,temperatura ambiente,Usina,Potencia Ativa(kW),lag_1,lag_2,Potencia Ativa Prevista (Random Forest),Potencia Ativa Prevista (kNN)
2024-08-23 14:34:00,5.930458333333334,38.1,589.5,34.80000000000001,BET01 ,196.951,198.149,200.05,186.86505948441294,194.75545454545454
2024-08-23 14:39:00,5.668756666666667,39.2,575.2,34.35001,BET01 ,195.847,196.951,198.149,189.47050384964683,193.75381818181816
2024-08-23 14:44:00,4.990623541666666,41.05,557.4,34.0,BET01 ,192.857,195.847,196.951,187.41367528240607,191.95940909090908
2024-08-23 14:54:00,5.818739791666667,41.45,518.4000000000001,33.800000000000004,BET01 ,186.962,192.857,195.847,186.6242316015145,197.7856818181818
2024-08-23 14:59:00,5.621105,42.8,501.25,33.6,BET01 ,183.558,186.962,192.857,179.5723868921692,193.35863636363638
2024-08-23 15:04:00,5.862495833333333,42.900000000000006,487.15,33.40000499999999,BET01 ,182.23,183.558,186.962,176.77238455211165,182.1066818181818
2024-08-23 15:09:00,5.458602395833334,43.5,467.9500000000001,33.250005,BET01 ,178.87,182.23,183.558,172.03688992613615,174.16854545454544
2024-08-23 15:14:00,6.859360104166666,44.45,446.15,33.0,BET01 ,173.015,178.87,182.23,168.226400546057,182.77599999999995
2024-08-23 15:19:00,6.392179479166667,45.55,427.65,32.600005,BET01 ,170.393,173.015,178.87,157.5427418274223,178.15522727272727
2024-08-23 15:24:00,4.075789479166668,46.05,409.25,32.450005000000004,BET01 ,166.988,170.393,173.015,146.16049286670122,161.86395454545456
2024-08-23 15:29:00,4.637498541666667,46.6,403.4,32.300000000000004,BET01 ,162.692,166.988,170.393,146.42645405994733,155.6655
2024-08-23 15:34:00,5.515609375000001,46.1,368.4,32.5,BET01 ,158.672,162.692,166.988,149.50989552747473,157.31681818181818
2024-08-23 15:39:00,4.973461458333333,46.900000000000006,347.55,32.4,BET01 ,153.219,158.672,162.692,148.61664207752654,157.94763636363635
2024-08-23 15:44:00,4.189077395833333,46.95,333.6,32.300005,BET01 ,151.305,153.219,158.672,135.23991532848234,145.22986363636366
2024-08-23 15:49:00,3.7929489583333336,46.75,314.95000000000005,32.2,BET01 ,145.847,151.305,153.219,131.4236948040677,138.68995454545453
2024-08-23 15:54:00,4.205481197916667,47.0,299.55,32.149995000000004,BET01 ,140.847,145.847,151.305,129.6367238542037,138.82127272727277
2024-08-23 15:59:00,4.180460572916667,46.05,279.95000000000005,32.4,BET01 ,135.219,140.847,145.847,124.77938452303185,128.78704545454545
2024-08-23 16:04:00,5.392181354166667,45.8,265.15,32.200005000000004,BET01 ,131.511,135.219,140.847,117.09691948942486,122.94395454545456
2024-08-23 16:09:00,5.301565104166667,47.150000000000006,244.6,31.900005,BET01 ,123.809,131.511,135.219,111.45007219266863,116.37849999999999
2024-08-23 16:14:00,5.271883854166668,48.25,226.55,31.650005,BET01 ,116.567,123.809,131.511,106.27980623210425,105.34936363636365
2024-08-23 16:19:00,4.8429628125,49.400000000000006,210.3,31.5,BET01 ,106.606,116.567,123.809,98.18529141609184,100.06927272727272
2024-08-23 16:24:00,4.612517864583333,50.3,192.25,31.3,BET01 ,92.567,106.606,116.567,87.42282243606556,89.81122727272727
2024-08-23 16:29:00,4.753101093750001,51.3,172.25,31.050005,BET01 ,79.83500000000001,92.567,106.606,76.14276054289532,75.6713181818182
2024-08-23 16:34:00,3.6914245833333337,52.150000000000006,152.65,30.8,BET01 ,68.052,79.83500000000001,92.567,65.02723321490627,64.5195
2024-08-23 16:39:00,4.272653020833333,53.75,135.55,30.6,BET01 ,55.406,68.052,79.83500000000001,52.24615855788006,51.70722727272727
2024-08-23 16:44:00,4.666379895833334,54.45,120.05,30.4,BET01 ,46.641,55.406,68.052,43.89975380911398,41.68781818181819
2024-08-23 16:49:00,5.1703396875,56.2,105.05,29.850005000000003,BET01 ,37.691,46.641,55.406,35.2038531935682,33.276227272727276
2024-08-23 16:54:00,4.556254270833334,58.150000000000006,89.15,29.350005000000003,BET01 ,29.184,37.691,46.641,27.471889595835606,25.611954545454545
